c1,c2,stim,nparses,ratingcmp,ratingC1,ratingC2,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
ankle,bone,anklebone,1,95.279999,92.120003,94.040001,10.2,-0.311252275,-0.34153833,1
wish,bone,wishbone,1,69.333336,62.833332,89.033333,8.2,-0.368110014,-0.390390487,1
cheek,bone,cheekbone,1,86.108109,89.864868,91.297295,6.78,-0.376818783,-0.400374046,1
thigh,bone,thighbone,1,92.681816,92.318184,95.590912,8.2,-0.368110014,-0.390390487,1
thigh,bones,thighbones,1,79.64286,85.464287,88.35714,8.2,-0.368110014,-0.390390487,1
jaw,bones,jawbones,1,87.5,87.416664,86.166664,6.89,-0.373488544,-0.392107012,1
cheek,bones,cheekbones,1,91.655174,92.827583,95.448273,6.78,-0.376818783,-0.400374046,1
ankle,bones,anklebones,1,94.40741,93.370369,94.333336,10.2,-0.311252275,-0.34153833,1
cross,bones,crossbones,1,66.400002,67.23333,83.333336,8.59,-0.356676664,-0.378338393,1
wish,bones,wishbones,1,61.81818,61.666668,90.333336,8.2,-0.368110014,-0.390390487,1
back,bones,backbones,1,92.279999,84.400002,91.599998,6.78,-0.376818783,-0.400374046,1
hip,bones,hipbones,1,95.370369,95.333336,96.370369,6.81,-0.376751684,-0.400548104,1
shin,bones,shinbones,1,84.111115,84.59259,84.370369,8.42,-0.370885802,-0.395060031,1
saw,bones,sawbones,1,50.153847,48.807693,60.846153,6.89,-0.373488544,-0.392107012,1
breast,bones,breastbones,1,83.416664,70.791664,88.25,8.43,-0.368585006,-0.373494219,1
knuckle,bones,knucklebones,1,79.559998,89.080002,91.720001,10.2,-0.311252275,-0.34153833,1
collar,bones,collarbones,1,82.480003,74.839996,94.239998,9.63,-0.346074991,-0.378024861,1
marrow,bones,marrowbones,1,65.827583,68.172417,79.068962,6.89,-0.373488544,-0.392107012,1
sun,bonnet,sunbonnet,1,73.833336,76.300003,83.433334,8.42,-0.370885802,-0.395060031,1
blue,bonnet,bluebonnet,1,64,71.5,74.083336,10.2,-0.311252275,-0.34153833,1
blue,bonnets,bluebonnets,1,56.400002,78.919998,68.040001,10.2,-0.311252275,-0.34153833,1
sun,bonnets,sunbonnets,1,62.766666,66.866669,84.966667,8.42,-0.370885802,-0.395060031,1
year,book,yearbook,1,77.692307,67.051285,89.256409,9.63,-0.346074991,-0.378024861,1
cook,book,cookbook,1,89.214287,88.071426,91.14286,6.78,-0.376818783,-0.400374046,1
prayer,book,prayerbook,1,92.740738,93.629631,94.40741,9.63,-0.346074991,-0.378024861,1
bank,book,bankbook,1,74.815788,80.473686,85.210526,6.78,-0.376818783,-0.400374046,1
cheque,book,chequebook,1,86.928574,96.571426,75,10.2,-0.311252275,-0.34153833,1
text,book,textbook,1,85.743591,84.641029,95.307693,8.43,-0.368585006,-0.373494219,1
pass,book,passbook,1,56.551723,53.620689,77.241379,8.59,-0.356676664,-0.378338393,1
log,book,logbook,1,70.344826,38.448277,92.413795,5.36,-0.377779361,-0.401226698,1
day,book,daybook,1,59.857143,62.142857,83.035713,8.22,-0.240416714,-0.333869389,1
phone,book,phonebook,1,83.090912,64.606064,91.303032,10.2,-0.311252275,-0.34153833,1
hand,book,handbook,1,66.051285,43.025642,87.384613,7.33,-0.364368351,-0.395126906,1
guide,book,guidebook,1,83.282051,85.153847,87,10.2,-0.311252275,-0.34153833,1
check,book,checkbook,1,66.224998,71,83.300003,6.78,-0.376818783,-0.400374046,1
word,book,wordbook,1,72.59259,80.5,85.46154,7.33,-0.364368351,-0.395126906,1
road,book,roadbook,1,63.969696,64.696968,84.393936,7.33,-0.364368351,-0.395126906,1
hymn,book,hymnbook,1,76.36364,82,93.86364,8.42,-0.370885802,-0.395060031,1
song,book,songbook,1,77.846153,75.743591,85.692307,5.36,-0.377779361,-0.401226698,1
story,book,storybook,1,89.102562,93.589745,93.769234,8.22,-0.240416714,-0.333869389,1
school,book,schoolbook,1,88.214287,89.285713,96.535713,8.6,-0.36915888,-0.394313761,1
scrap,book,scrapbook,1,62.184212,44.63158,91.973686,6.81,-0.376751684,-0.400548104,1
note,book,notebook,1,89.179489,84.205132,90.435898,10.2,-0.311252275,-0.34153833,1
work,book,workbook,1,89.068962,81.448273,92.551727,6.78,-0.376818783,-0.400374046,1
copy,book,copybook,1,74.774193,81.903229,85.6129,8.22,-0.240416714,-0.333869389,1
match,book,matchbook,1,65.279999,66.958336,58.291668,8.2,-0.368110014,-0.390390487,1
play,book,playbook,1,80.85714,74,86.761902,8.22,-0.240416714,-0.333869389,1
prompt,book,promptbook,1,60.366665,69.699997,84.033333,8.43,-0.368585006,-0.373494219,1
pocket,book,pocketbook,1,73.295456,78.954544,83.772728,8.43,-0.368585006,-0.373494219,1
sketch,book,sketchbook,1,91,95.3871,93,8.2,-0.368110014,-0.390390487,1
story,books,storybooks,1,96.919998,93.68,94.32,8.22,-0.240416714,-0.333869389,1
case,books,casebooks,1,58.607143,63.857143,85.214287,10.2,-0.311252275,-0.34153833,1
sketch,books,sketchbooks,1,80.63636,86.150002,82.849998,8.2,-0.368110014,-0.390390487,1
scrap,books,scrapbooks,1,66.791664,54.416668,88.916664,6.81,-0.376751684,-0.400548104,1
bank,books,bankbooks,1,66.080002,75.75,81.208336,6.78,-0.376818783,-0.400374046,1
match,books,matchbooks,1,55.107143,63.75,53.07143,8.2,-0.368110014,-0.390390487,1
work,books,workbooks,1,88.86364,75.380951,85.761902,6.78,-0.376818783,-0.400374046,1
year,books,yearbooks,1,80.5,74.791664,89.875,9.63,-0.346074991,-0.378024861,1
log,books,logbooks,1,59.666668,56.952381,88.714287,5.36,-0.377779361,-0.401226698,1
copy,books,copybooks,1,72.965515,79.034485,88.172417,8.22,-0.240416714,-0.333869389,1
pass,books,passbooks,1,61.5,54,82.791664,8.59,-0.356676664,-0.378338393,1
hand,books,handbooks,1,71.419357,59.290321,91.322578,7.33,-0.364368351,-0.395126906,1
cook,books,cookbooks,1,93.041664,85.708336,89.708336,6.78,-0.376818783,-0.400374046,1
text,books,textbooks,1,89.65625,85.71875,88.90625,8.43,-0.368585006,-0.373494219,1
hymn,books,hymnbooks,1,80.041664,85.208336,89.708336,8.42,-0.370885802,-0.395060031,1
check,books,checkbooks,1,61.851852,64.444443,73.259262,6.78,-0.376818783,-0.400374046,1
word,books,wordbooks,1,62.454544,70,82.409088,7.33,-0.364368351,-0.395126906,1
note,books,notebooks,1,86.633331,90.666664,93.433334,10.2,-0.311252275,-0.34153833,1
pocket,books,pocketbooks,1,74.793106,79.931038,74.275864,8.43,-0.368585006,-0.373494219,1
school,books,schoolbooks,1,91.89286,85.428574,94.714287,8.6,-0.36915888,-0.394313761,1
song,books,songbooks,1,89.571426,88.178574,92,5.36,-0.377779361,-0.401226698,1
guide,books,guidebooks,1,92.541664,87.833336,91.166664,10.2,-0.311252275,-0.34153833,1
toll,booth,tollbooth,1,70.68,72.599998,80.599998,8.6,-0.36915888,-0.394313761,1
toll,booths,tollbooths,1,78.375,87.791664,90.875,8.6,-0.36915888,-0.394313761,1
wood,borer,woodborer,1,57.303032,75.454544,73.060608,7.33,-0.364368351,-0.395126906,1
first,born,firstborn,1,96.400002,91.166664,91.433334,8.43,-0.368585006,-0.373494219,1
new,born,newborn,1,93.19355,90.548386,94.741936,6.89,-0.373488544,-0.392107012,1
blue,bottle,bluebottle,1,63.25,64.071426,76.035713,10.2,-0.311252275,-0.34153833,1
green,bottle,greenbottle,1,72.720001,70.720001,89.040001,8.42,-0.370885802,-0.395060031,1
blue,bottles,bluebottles,1,64.090912,60.060608,76.666664,10.2,-0.311252275,-0.34153833,1
home,bound,homebound,1,82.517242,92.241379,69.206894,10.2,-0.311252275,-0.34153833,1
long,bow,longbow,1,70.24324,78.783783,78.567566,5.36,-0.377779361,-0.401226698,1
cross,bow,crossbow,1,51.648647,46.243244,80.459457,8.59,-0.356676664,-0.378338393,1
hand,bow,handbow,1,62.333332,69.047623,68,7.33,-0.364368351,-0.395126906,1
wash,bowl,washbowl,1,80.965515,86.586205,91.310349,8.2,-0.368110014,-0.390390487,1
fish,bowl,fishbowl,1,87.360001,80.416664,92.833336,8.2,-0.368110014,-0.390390487,1
fish,bowls,fishbowls,1,79.5,73.14286,85.89286,8.2,-0.368110014,-0.390390487,1
wash,bowls,washbowls,1,77.714287,83.619049,90.095238,8.2,-0.368110014,-0.390390487,1
long,bows,longbows,1,73.185188,75.185188,77.851852,5.36,-0.377779361,-0.401226698,1
cross,bows,crossbows,1,55.360001,47.16,78.080002,8.59,-0.356676664,-0.378338393,1
tool,box,toolbox,1,92.518517,88.518517,86.259262,8.6,-0.36915888,-0.394313761,1
work,box,workbox,1,73.590912,69.954544,71.272728,6.78,-0.376818783,-0.400374046,1
match,box,matchbox,1,77,79.318184,87.409088,8.2,-0.368110014,-0.390390487,1
lock,box,lockbox,1,83,86.380951,84.952377,6.78,-0.376818783,-0.400374046,1
paint,box,paintbox,1,64.743591,78.07692,77,8.43,-0.368585006,-0.373494219,1
horse,box,horsebox,1,54.416668,40.916668,65.416664,10.2,-0.311252275,-0.34153833,1
cash,box,cashbox,1,86.291664,94.291664,94.708336,8.2,-0.368110014,-0.390390487,1
sky,box,skybox,1,56.285713,57.222221,73.037041,8.22,-0.240416714,-0.333869389,1
hot,box,hotbox,1,57.222221,62.851852,57.148148,8.43,-0.368585006,-0.373494219,1
rattle,box,rattlebox,1,61.423077,76.615387,84.615387,10.2,-0.311252275,-0.34153833,1
post,box,postbox,1,69.666664,67.76667,79.033333,8.43,-0.368585006,-0.373494219,1
tinder,box,tinderbox,1,50.424999,56.875,74.699997,9.63,-0.346074991,-0.378024861,1
sand,box,sandbox,1,86.794868,83.717949,83.102562,7.33,-0.364368351,-0.395126906,1
mail,box,mailbox,1,92.421051,92.342102,92.552635,8.6,-0.36915888,-0.394313761,1
hat,box,hatbox,1,72.035713,77.035713,77.714287,8.43,-0.368585006,-0.373494219,1
ice,box,icebox,1,86,85.297295,89.108109,10.2,-0.311252275,-0.34153833,1
pill,box,pillbox,1,74.405403,78.729729,89.864868,8.6,-0.36915888,-0.394313761,1
sweat,box,sweatbox,1,57.541668,63.875,56.083332,8.43,-0.368585006,-0.373494219,1
play,box,playbox,1,80.696968,75.515152,81.030304,8.22,-0.240416714,-0.333869389,1
gear,box,gearbox,1,74.703705,77.269234,74.307693,9.63,-0.346074991,-0.378024861,1
shoe,box,shoebox,1,94.125,89.208336,96.541664,10.2,-0.311252275,-0.34153833,1
fire,box,firebox,1,50.307693,63.53846,74,10.2,-0.311252275,-0.34153833,1
salt,box,saltbox,1,68.07692,72.42308,77,8.43,-0.368585006,-0.373494219,1
sound,box,soundbox,1,72.46154,81.730766,76.346153,7.33,-0.364368351,-0.395126906,1
bread,box,breadbox,1,83.07692,79.03846,79.884613,7.33,-0.364368351,-0.395126906,1
tinder,boxes,tinderboxes,1,61.392857,71.629631,85.370369,9.63,-0.346074991,-0.378024861,1
hot,boxes,hotboxes,1,57.583332,61.5,79.875,8.43,-0.368585006,-0.373494219,1
snuff,boxes,snuffboxes,1,53.642857,55.785713,74.035713,4.32,-0.377952406,-0.401414726,1
ice,boxes,iceboxes,1,85.559998,87.239998,80.879997,10.2,-0.311252275,-0.34153833,1
match,boxes,matchboxes,1,81.199997,77.480003,86.400002,8.2,-0.368110014,-0.390390487,1
fire,boxes,fireboxes,1,68.599998,67.23333,76.26667,10.2,-0.311252275,-0.34153833,1
paint,boxes,paintboxes,1,82.724136,85.551727,89.793106,8.43,-0.368585006,-0.373494219,1
post,boxes,postboxes,1,69.599998,59.639999,81.32,8.43,-0.368585006,-0.373494219,1
gear,boxes,gearboxes,1,78.53846,81.692307,83.115387,9.63,-0.346074991,-0.378024861,1
bread,boxes,breadboxes,1,77.321426,89.035713,84.64286,7.33,-0.364368351,-0.395126906,1
salt,boxes,saltboxes,1,62.962963,76.962959,74.703705,8.43,-0.368585006,-0.373494219,1
pill,boxes,pillboxes,1,80.875,74.291664,85.708336,8.6,-0.36915888,-0.394313761,1
sand,boxes,sandboxes,1,88.321426,90.40741,91.037041,7.33,-0.364368351,-0.395126906,1
tool,boxes,toolboxes,1,93.708336,91.851067,94.80851,8.6,-0.36915888,-0.394313761,1
hat,boxes,hatboxes,1,78.125,74.541664,79.25,8.43,-0.368585006,-0.373494219,1
strong,boxes,strongboxes,1,64.925926,72.629631,78.111115,5.36,-0.377779361,-0.401226698,1
soap,boxes,soapboxes,1,74.633331,63.666668,71.866669,6.81,-0.376751684,-0.400548104,1
mail,boxes,mailboxes,1,92.551727,92,89.758621,8.6,-0.36915888,-0.394313761,1
shadow,boxing,shadowboxing,1,55.363636,49.190475,80.476189,6.89,-0.373488544,-0.392107012,1
school,boy,schoolboy,1,79.875,87.5,90.650002,8.6,-0.36915888,-0.394313761,1
page,boy,pageboy,1,57.851852,47.925926,77.777779,10.2,-0.311252275,-0.34153833,1
plow,boy,plowboy,1,58.592594,65.666664,69.148148,6.89,-0.373488544,-0.392107012,1
home,boy,homeboy,1,59.592594,38.296295,80.037041,10.2,-0.311252275,-0.34153833,1
sand,boy,sandboy,1,52.68182,66.190475,67.095238,7.33,-0.364368351,-0.395126906,1
news,boy,newsboy,1,67.925003,86.125,85.5,8.59,-0.356676664,-0.378338393,1
cow,boy,cowboy,1,58.666668,35.256409,74.794868,6.89,-0.373488544,-0.392107012,1
dough,boy,doughboy,1,50.5,60.892857,74.678574,8.2,-0.368110014,-0.390390487,1
paper,boy,paperboy,1,65.512817,56.974358,86.282051,9.63,-0.346074991,-0.378024861,1
play,boy,playboy,1,52.068966,52.551723,50.931034,8.22,-0.240416714,-0.333869389,1
tall,boy,tallboy,1,65.928574,81.148148,72.851852,8.6,-0.36915888,-0.394313761,1
plough,boy,ploughboy,1,54,67.559998,68.720001,8.2,-0.368110014,-0.390390487,1
stable,boy,stableboy,1,74.434784,79.95652,89.260872,10.2,-0.311252275,-0.34153833,1
choir,boy,choirboy,1,74.900002,83.800003,87.425003,9.63,-0.346074991,-0.378024861,1
bully,boy,bullyboy,1,75.833336,79.041664,89.458336,8.22,-0.240416714,-0.333869389,1
tall,boys,tallboys,1,70.428574,88.25,80.964287,8.6,-0.36915888,-0.394313761,1
bus,boys,busboys,1,51.333332,35.291668,86.208336,8.59,-0.356676664,-0.378338393,1
bell,boys,bellboys,1,70.225807,59.419353,82.80645,8.6,-0.36915888,-0.394313761,1
school,boys,schoolboys,1,93.033333,87.699997,91.900002,8.6,-0.36915888,-0.394313761,1
choir,boys,choirboys,1,92.833336,94.583336,94.791664,9.63,-0.346074991,-0.378024861,1
home,boys,homeboys,1,66.07692,52,83.92308,10.2,-0.311252275,-0.34153833,1
cow,boys,cowboys,1,61.931034,37,84.137932,6.89,-0.373488544,-0.392107012,1
page,boys,pageboys,1,53.208332,40,78.75,10.2,-0.311252275,-0.34153833,1
play,boys,playboys,1,54.360001,53.560001,52.439999,8.22,-0.240416714,-0.333869389,1
news,boys,newsboys,1,70.080002,73.160004,67.360001,8.59,-0.356676664,-0.378338393,1
paper,boys,paperboys,1,71.14286,64.75,79,9.63,-0.346074991,-0.378024861,1
bully,boys,bullyboys,1,74.066666,77.366669,86.433334,8.22,-0.240416714,-0.333869389,1
boot,boys,bootboys,1,53.709679,58.19355,71.290321,8.43,-0.368585006,-0.373494219,1
mid,brain,midbrain,1,81.64286,85.321426,92.428574,7.33,-0.364368351,-0.395126906,1
hind,brain,hindbrain,1,81.066666,84.400002,84.166664,7.33,-0.364368351,-0.395126906,1
scatter,brain,scatterbrain,1,71.172417,71.241379,82.586205,9.63,-0.346074991,-0.378024861,1
bird,brains,birdbrains,1,64.791664,39.166668,67.291664,7.33,-0.364368351,-0.395126906,1
scatter,brains,scatterbrains,1,50.111111,62.370369,75.296295,9.63,-0.346074991,-0.378024861,1
air,brake,airbrake,1,75,69.633331,92.966667,9.63,-0.346074991,-0.378024861,1
fire,brands,firebrands,1,52.032257,64.064514,53.129032,10.2,-0.311252275,-0.34153833,1
sow,bread,sowbread,1,50.275864,43.172413,70.620689,6.89,-0.373488544,-0.392107012,1
flat,bread,flatbread,1,91.322578,83.290321,95.290321,8.43,-0.368585006,-0.373494219,1
corn,bread,cornbread,1,74.974358,69.666664,86.871796,8.42,-0.370885802,-0.395060031,1
sweet,bread,sweetbread,1,79.322578,75.6129,81.516129,8.43,-0.368585006,-0.373494219,1
ginger,bread,gingerbread,1,66.795456,74.38636,65.25,9.63,-0.346074991,-0.378024861,1
sweet,breads,sweetbreads,1,75.571426,73.888885,75.148148,8.43,-0.368585006,-0.373494219,1
hand,breadth,handbreadth,1,53.066666,61.833332,65.800003,7.33,-0.364368351,-0.395126906,1
prison,break,prisonbreak,1,86.571426,90.285713,77.285713,8.42,-0.370885802,-0.395060031,1
fire,break,firebreak,1,54.615383,70.846153,53.692307,10.2,-0.311252275,-0.34153833,1
jail,break,jailbreak,1,73.14286,81.294121,57.411766,8.6,-0.36915888,-0.394313761,1
day,break,daybreak,1,70.631577,86.473686,62.078949,8.22,-0.240416714,-0.333869389,1
news,break,newsbreak,1,64.181816,89.900002,65.699997,8.59,-0.356676664,-0.378338393,1
heart,break,heartbreak,1,73.128204,72.435898,57.256409,8.43,-0.368585006,-0.373494219,1
wind,break,windbreak,1,61.43182,79.204544,63.18182,7.33,-0.364368351,-0.395126906,1
strike,breaker,strikebreaker,1,60.733334,57.466667,58.700001,10.2,-0.311252275,-0.34153833,1
safe,breaker,safebreaker,1,65.620689,68.137932,72.344826,10.2,-0.311252275,-0.34153833,1
ice,breaker,icebreaker,1,64.241379,50.965519,74.068962,10.2,-0.311252275,-0.34153833,1
ground,breaker,groundbreaker,1,77.777779,71.370369,81.296295,7.33,-0.364368351,-0.395126906,1
jaw,breaker,jawbreaker,1,66.866669,71.366669,61.866665,6.89,-0.373488544,-0.392107012,1
law,breaker,lawbreaker,1,90.555557,91.384613,89.03846,6.89,-0.373488544,-0.392107012,1
heart,breaker,heartbreaker,1,90.75,82.46154,90.230766,8.43,-0.368585006,-0.373494219,1
house,breaker,housebreaker,1,60.791668,71.458336,63.708332,10.2,-0.311252275,-0.34153833,1
wind,breaker,windbreaker,1,75.580643,81.129036,65.80645,7.33,-0.364368351,-0.395126906,1
tie,breaker,tiebreaker,1,73.128204,68.153847,69.820511,10.2,-0.311252275,-0.34153833,1
law,breakers,lawbreakers,1,91.761902,89.904762,88.285713,6.89,-0.373488544,-0.392107012,1
tie,breakers,tiebreakers,1,65.68,71.400002,77.519997,10.2,-0.311252275,-0.34153833,1
house,breakers,housebreakers,1,70.620689,69.482758,64,10.2,-0.311252275,-0.34153833,1
ice,breakers,icebreakers,1,57.173912,39.782608,64.826088,10.2,-0.311252275,-0.34153833,1
strike,breakers,strikebreakers,1,55.892857,61.42857,63.285713,10.2,-0.311252275,-0.34153833,1
wind,breakers,windbreakers,1,68.851852,80.074074,55.370369,7.33,-0.364368351,-0.395126906,1
jaw,breakers,jawbreakers,1,64.800003,70.519997,55.599998,6.89,-0.373488544,-0.392107012,1
house,breaking,housebreaking,1,60,83.900002,55,10.2,-0.311252275,-0.34153833,1
ground,breaking,groundbreaking,1,62.142857,44.785713,57.07143,7.33,-0.364368351,-0.395126906,1
jail,breaks,jailbreaks,1,81.041664,83.826088,72.304344,8.6,-0.36915888,-0.394313761,1
fire,breaks,firebreaks,1,54.551723,75.517242,49.758621,10.2,-0.311252275,-0.34153833,1
heart,breaks,heartbreaks,1,74.53846,68.615387,53,8.43,-0.368585006,-0.373494219,1
wind,breaks,windbreaks,1,70.517242,79.206894,57.068966,7.33,-0.364368351,-0.395126906,1
pure,bred,purebred,1,88.827583,88.379311,76.793106,10.2,-0.311252275,-0.34153833,1
thorough,bred,thoroughbred,1,57.599998,63.533333,66.066666,8.2,-0.368110014,-0.390390487,1
cross,breed,crossbreed,1,85.46875,83.03125,87.75,8.59,-0.356676664,-0.378338393,1
mouth,breeder,mouthbreeder,1,50.21212,54.636364,59.81818,8.2,-0.368110014,-0.390390487,1
cross,breeding,crossbreeding,1,83.714287,72.678574,90.035713,8.59,-0.356676664,-0.378338393,1
cross,breeds,crossbreeds,1,84.8125,80.765961,88.787231,8.59,-0.356676664,-0.378338393,1
home,brew,homebrew,1,75.785713,71.35714,76.785713,10.2,-0.311252275,-0.34153833,1
fire,brick,firebrick,1,58.965519,53.724136,80.827583,10.2,-0.311252275,-0.34153833,1
gold,brick,goldbrick,1,74.178574,76.964287,73.85714,7.33,-0.364368351,-0.395126906,1
gold,bricks,goldbricks,1,81.25,87.583336,87.166664,7.33,-0.364368351,-0.395126906,1
fire,bricks,firebricks,1,53.5,47.958332,82.291664,10.2,-0.311252275,-0.34153833,1
foot,bridge,footbridge,1,60.179485,50.102566,86.897438,8.43,-0.368585006,-0.373494219,1
draw,bridges,drawbridges,1,63.655174,49.931034,83.655174,6.89,-0.373488544,-0.392107012,1
foot,bridges,footbridges,1,67.590912,53.952381,84.476189,8.43,-0.368585006,-0.373494219,1
weigh,bridges,weighbridges,1,50.75,57.333332,64.416664,8.2,-0.368110014,-0.390390487,1
stock,broker,stockbroker,1,58.512821,71.717949,61.564102,6.78,-0.376818783,-0.400374046,1
stock,brokers,stockbrokers,1,68.071426,87.653847,60.384617,6.78,-0.376818783,-0.400374046,1
pawn,brokers,pawnbrokers,1,61.035713,63.535713,60.785713,8.42,-0.370885802,-0.395060031,1
eye,brow,eyebrow,1,66.081078,77.567566,71.432434,10.2,-0.311252275,-0.34153833,1
eye,brows,eyebrows,1,79.26667,81.133331,77.199997,10.2,-0.311252275,-0.34153833,1
middle,brows,middlebrows,1,57.444443,72.296295,70.185188,10.2,-0.311252275,-0.34153833,1
tooth,brush,toothbrush,1,91.342857,80.323532,90.147057,8.2,-0.368110014,-0.390390487,1
red,brush,redbrush,1,67.206894,62.034481,73.620689,7.33,-0.364368351,-0.395126906,1
bottle,brush,bottlebrush,1,58.041668,57.166668,81.291664,10.2,-0.311252275,-0.34153833,1
paint,brush,paintbrush,1,89.949997,86.150002,89.125,8.43,-0.368585006,-0.373494219,1
clothes,brush,clothesbrush,1,61,77.555557,73.444443,8.59,-0.356676664,-0.378338393,1
nail,brush,nailbrush,1,77.125,67.708336,81.875,8.6,-0.36915888,-0.394313761,1
hair,brush,hairbrush,1,90.394737,89,93.789474,9.63,-0.346074991,-0.378024861,1
air,brush,airbrush,1,69.839996,71.480003,56.759998,9.63,-0.346074991,-0.378024861,1
air,brushes,airbrushes,1,72.535713,61,64.07692,9.63,-0.346074991,-0.378024861,1
paint,brushes,paintbrushes,1,89.25,93.928574,89.85714,8.43,-0.368585006,-0.373494219,1
tooth,brushes,toothbrushes,1,90.714287,85.89286,83.285713,8.2,-0.368110014,-0.390390487,1
hair,brushes,hairbrushes,1,90.115387,84.92308,88.346153,9.63,-0.346074991,-0.378024861,1
nail,brushes,nailbrushes,1,72,75.839996,86.32,8.6,-0.36915888,-0.394313761,1
black,buck,blackbuck,1,54.333332,63.733334,54.566666,6.78,-0.376818783,-0.400374046,1
rose,bud,rosebud,1,71.945946,88.567566,82.081078,10.2,-0.311252275,-0.34153833,1
red,bud,redbud,1,61.689655,71.724136,71.862068,7.33,-0.364368351,-0.395126906,1
taste,bud,tastebud,1,70.875,88.041664,52.333332,10.2,-0.311252275,-0.34153833,1
rose,buds,rosebuds,1,89.258064,92.580643,80.064514,10.2,-0.311252275,-0.34153833,1
red,bug,redbug,1,67.480003,77.080002,90.559998,7.33,-0.364368351,-0.395126906,1
bed,bug,bedbug,1,78.333336,80.948715,88.743591,7.33,-0.364368351,-0.395126906,1
litter,bug,litterbug,1,53.86842,80.368423,34.605263,9.63,-0.346074991,-0.378024861,1
super,bug,superbug,1,72.933334,68.900002,79.866669,9.63,-0.346074991,-0.378024861,1
bed,bugs,bedbugs,1,90.928574,88.25,93.10714,7.33,-0.364368351,-0.395126906,1
lady,bugs,ladybugs,1,51.041668,20.166666,90.208336,8.22,-0.240416714,-0.333869389,1
fire,bugs,firebugs,1,61.833332,40.416668,87.958336,10.2,-0.311252275,-0.34153833,1
house,builder,housebuilder,1,89,90.047623,93.523811,10.2,-0.311252275,-0.34153833,1
body,builder,bodybuilder,1,72.903229,93.741936,72.322578,8.22,-0.240416714,-0.333869389,1
coach,builder,coachbuilder,1,61.17857,69.75,79.10714,8.2,-0.368110014,-0.390390487,1
boat,builder,boatbuilder,1,87.258064,88.580643,90.483871,8.43,-0.368585006,-0.373494219,1
muscle,builder,musclebuilder,1,87.10714,90.464287,86.178574,10.2,-0.311252275,-0.34153833,1
ship,builder,shipbuilder,1,88.736839,84.868423,93.421051,6.81,-0.376751684,-0.400548104,1
home,builder,homebuilder,1,88.32,88,93,10.2,-0.311252275,-0.34153833,1
home,builders,homebuilders,1,93.199997,89.300003,90.199997,10.2,-0.311252275,-0.34153833,1
body,builders,bodybuilders,1,73.633331,86.166664,62.966667,8.22,-0.240416714,-0.333869389,1
ship,builders,shipbuilders,1,84.559998,86.25,94.5,6.81,-0.376751684,-0.400548104,1
body,building,bodybuilding,1,84.75,89.125,64.125,8.22,-0.240416714,-0.333869389,1
ship,building,shipbuilding,1,79.966667,82.833336,84.400002,6.81,-0.376751684,-0.400548104,1
muscle,building,musclebuilding,1,86.333336,89.433334,74.866669,10.2,-0.311252275,-0.34153833,1
light,bulb,lightbulb,1,90.862068,96.620689,87.965515,8.43,-0.368585006,-0.373494219,1
flash,bulb,flashbulb,1,81.3871,81.3871,87.6129,8.2,-0.368110014,-0.390390487,1
flash,bulbs,flashbulbs,1,68.239998,73.080002,82.360001,8.2,-0.368110014,-0.390390487,1
cheese,burger,cheeseburger,1,91.304344,90.91304,95.869568,10.2,-0.311252275,-0.34153833,1
beef,burger,beefburger,1,92.120003,85.160004,90.199997,4.32,-0.377952406,-0.401414726,1
tuna,burger,tunaburger,1,86.225807,87.6129,93.645164,11.5,0.204263778,0.153605767,1
cheese,burgers,cheeseburgers,1,89.481483,82.962959,94.037041,10.2,-0.311252275,-0.34153833,1
beef,burgers,beefburgers,1,91.400002,94.23333,93.26667,4.32,-0.377952406,-0.401414726,1
side,burn,sideburn,1,55.851852,87.962959,32.962963,10.2,-0.311252275,-0.34153833,1
heart,burn,heartburn,1,70.594597,75.513512,62.243244,8.43,-0.368585006,-0.373494219,1
wind,burn,windburn,1,68.464287,78.928574,71,7.33,-0.364368351,-0.395126906,1
sun,burn,sunburn,1,87.818184,84.272728,89.954544,8.42,-0.370885802,-0.395060031,1
after,burner,afterburner,1,61.625,66.125,71.25,9.63,-0.346074991,-0.378024861,1
barn,burner,barnburner,1,61.407406,62.259258,58,8.42,-0.370885802,-0.395060031,1
after,burners,afterburners,1,64.821426,72.703705,74,9.63,-0.346074991,-0.378024861,1
heart,burning,heartburning,1,80.409088,88.13636,65.045456,8.43,-0.368585006,-0.373494219,1
sun,burns,sunburns,1,87.959999,83.333336,93.541664,8.42,-0.370885802,-0.395060031,1
wind,burns,windburns,1,70.034485,78,70.206894,7.33,-0.364368351,-0.395126906,1
sun,burst,sunburst,1,50.599998,81.775002,60.349998,8.42,-0.370885802,-0.395060031,1
air,burst,airburst,1,72.178574,74.678574,77.214287,9.63,-0.346074991,-0.378024861,1
cloud,bursts,cloudbursts,1,61.952381,76.285713,57.42857,7.33,-0.364368351,-0.395126906,1
sun,bursts,sunbursts,1,73.400002,76.360001,54.599998,8.42,-0.370885802,-0.395060031,1
trolley,bus,trolleybus,1,75.818184,70.121216,86.818184,8.22,-0.240416714,-0.333869389,1
air,bus,airbus,1,64.35714,70,65.785713,9.63,-0.346074991,-0.378024861,1
motor,bus,motorbus,1,80.46154,75,88.53846,9.63,-0.346074991,-0.378024861,1
air,buses,airbuses,1,59.548386,59.483871,60.935482,9.63,-0.346074991,-0.378024861,1
